Radius (μm),Hc (mT),TRM (A/m),D (°),I (°),Xc (μm),Yc (μm),Zc (μm),mx (Am$^2$),my (Am$^2$),mz (Am$^2$)
0.4274085731511954,30.692899960201444,49315.85976460144,150.0,15.0,45,412,8,-1.3492092674413337e-14,7.789663337503916e-15,4.174468001188997e-15
0.39778138887910963,30.387863853166674,49227.13868304049,150.0,15.0,888,736,7,-1.0856778856766333e-14,6.268164195486279e-15,3.3590990684124524e-15
0.41985571983061154,12.531053792508043,51088.38606013743,150.0,15.0,339,87,9,-1.3249070908792635e-14,7.649354655703865e-15,4.0992768052301995e-15
0.3282740251198049,14.119452526119387,47543.01318341326,150.0,15.0,388,739,3,-5.893309952073069e-15,3.402504087247286e-15,1.823396444843009e-15
0.4666038592228295,34.81656025055982,50761.638735575405,150.0,15.0,954,332,6,-1.8069395862069672e-14,1.0432370565059833e-14,5.5906905360999956e-15
0.4118043123436493,6.681522223658995,54804.300922668175,150.0,15.0,408,109,6,-1.3410665555215723e-14,7.742651368315838e-15,4.1492743628319125e-15
0.34195168432693446,24.015562768086397,46440.63455504639,150.0,15.0,518,878,1,-6.506619434820045e-15,3.756598482207802e-15,2.013155059191124e-15
0.3567625769478808,21.20236777861149,52704.95785085262,150.0,15.0,515,142,8,-8.38595188277257e-15,4.841631576929991e-15,2.5946225421748287e-15
0.39026228635609295,36.1978245964311,52041.65300193651,150.0,15.0,685,839,2,-1.0838866204090496e-14,6.257822320641984e-15,3.353556874386948e-15
0.3800660407625628,36.69495613140796,52412.30759979062,150.0,15.0,300,788,9,-1.0082622343558444e-14,5.821204724190801e-15,3.1195742096463232e-15
0.46276787707408384,41.238002475629024,51695.833837318845,150.0,15.0,541,58,8,-1.7951807329681707e-14,1.0364480794232028e-14,5.554308517564707e-15
0.40063141251305906,32.80234685852322,50842.22365256003,150.0,15.0,806,372,9,-1.1455724233175283e-14,6.6139654697858666e-15,3.544413412792908e-15
0.4174135277614349,24.03548484883054,49582.229242425085,150.0,15.0,875,507,9,-1.263538930847508e-14,7.295045418563805e-15,3.909403057305067e-15
0.4000692780084232,18.700192092878154,48686.60337302644,150.0,15.0,916,937,2,-1.092390974978527e-14,6.306922234641702e-15,3.379869438996272e-15
0.449772391436043,24.589615085549227,48190.291090217856,150.0,15.0,466,926,2,-1.5363881507799072e-14,8.870341124325305e-15,4.7536014817030855e-15
0.3301494820443971,17.063420496023937,47770.020822622326,150.0,15.0,558,190,7,-6.023519359389795e-15,3.477680523612619e-15,1.8636833756708904e-15
0.29417906959696927,31.1097421833973,51858.96151546905,150.0,15.0,656,702,1,-4.6261759343909044e-15,2.6709239210391563e-15,1.4313438153748194e-15
0.37023173067907983,38.222343865274375,49745.79501497681,150.0,15.0,734,195,8,-8.845864988848922e-15,5.1071625325270105e-15,2.7369201524102e-15
0.45245435638807613,26.981835827193894,50810.94879731361,150.0,15.0,881,919,9,-1.6490910931155753e-14,9.521031865284914e-15,5.102305598828157e-15
0.4647897189958678,30.38469455824294,53659.35637802658,150.0,15.0,885,78,7,-1.8878957873018697e-14,1.0899771410006946e-14,5.841169893990403e-15
0.44401719855407207,15.06112572042915,50778.38938730368,150.0,15.0,873,378,8,-1.5575475639140844e-14,8.992505053014422e-15,4.8190689337760096e-15
0.45160104408429996,27.188259895250784,47174.80430330276,150.0,15.0,529,185,5,-1.5224321209835327e-14,8.789765948727753e-15,4.7104213752403654e-15
0.3806694379938924,20.223852652449686,51127.471179139226,150.0,15.0,157,858,2,-9.882375789675025e-15,5.705592322401915e-15,3.057617710257614e-15
0.40620701146751403,22.522277217606014,52426.46146061799,150.0,15.0,168,792,6,-1.23127712530062e-14,7.108781797393413e-15,3.80958468356126e-15
0.5214282533587339,12.73107994413121,50828.99656631616,150.0,15.0,752,697,5,-2.5249816942523744e-14,1.4577988608754856e-14,7.812320549971938e-15
