Dec (°),Inc (°),Mag (A/m),Radii (µm),Xc (µm),Yc (µm),Zc (µm)
49.54506174184711,48.908145172299974,20887.130711268765,0.5354852284507505,1140.0,219.99999999999997,9.0
45.102066533649314,44.395426295831555,17991.09531895869,0.41964381275834756,484.0,1833.0,1.0
54.51248580659635,54.053035099611414,11849.008265169778,0.17396033060679103,49.0,1545.0,3.0
44.41125345000927,57.15853453137759,22313.91127762887,0.5925564511051549,1109.9999999999998,865.0,11.0
22.122496267019553,62.48460325226529,15463.50817808379,0.31854032712335156,354.0,1434.0,16.0
51.314931233439836,33.8280293160949,20259.726978980696,0.5103890791592278,111.0,1503.0,16.0
29.9780729284219,33.447089556563284,23645.452810887684,0.6458181124355074,1115.0,213.0,8.0
57.310049163272296,40.96427309642839,20644.914553787054,0.5257965821514821,1047.0,417.0,11.0
59.57091790867255,46.280296555582645,25697.0034227165,0.72788013690866,1179.0,633.0,14.999999999999998
41.58374891276145,52.0093513689298,13825.870898231737,0.2530348359292694,514.9999999999999,108.0,1.0
35.682384719076836,47.52507957793284,22011.708205887746,0.5804683282355099,638.9999999999999,830.9999999999999,2.0
33.82340780265391,28.822390273407976,16575.949545298434,0.36303798181193736,884.9999999999999,759.0,18.0
51.98123697001465,42.55036789897302,15646.01425409059,0.32584057016362367,948.0,883.0,14.0
43.38305457903625,51.62379714085797,17105.751676177922,0.38423006704711693,329.0,421.0,4.0
40.21312053262292,46.84075788291507,18442.237339363135,0.43768949357452547,850.0,558.0,1.0
43.05264239002997,51.0960894424962,20280.826711148726,0.5112330684459491,248.0,1148.0,14.0
61.708117500781725,43.22137485911713,14174.250796083217,0.2669700318433287,1016.9999999999999,44.0,7.0
47.775354616701975,43.39393544856002,24504.132434770934,0.6801652973908374,558.0,1016.0,7.0
50.965815600259646,46.49249112790628,22328.3121986523,0.593132487946092,665.0,1852.9999999999998,3.0
51.21526072898409,48.28041317766605,12318.781568613882,0.19275126274455523,691.0,294.99999999999994,13.0
53.14736906550358,46.586397761014155,27441.260968978,0.7976504387591198,73.0,1604.0,12.0
53.49081150949904,45.95206916645967,29479.445880152918,0.8791778352061165,454.0,1869.0,8.0
39.31626842403219,39.634701709687754,25893.897855798255,0.7357559142319301,744.0,174.0,14.0
43.278497580610875,48.02051029056736,19100.375820938247,0.4640150328375298,1113.0,1442.9999999999998,9.0
38.913917531234496,45.974570167931496,14646.236892447287,0.2858494756978915,815.0,448.0,12.0
39.31069417355944,54.035871263295356,25272.258634655685,0.7108903453862273,685.0,714.9999999999999,13.0
54.13206189947736,54.591343039212056,17984.115265134104,0.419364610605364,700.0,1753.0,12.0
40.985955622444,46.48125133987155,26112.225351912137,0.7444890140764855,491.0,437.99999999999994,5.0
44.36678911053486,41.99772039927909,21041.3748903843,0.541654995615372,1080.0,1451.0,8.0
39.45738926395342,39.89015674036622,24883.195182418563,0.6953278072967426,781.0,404.0,8.0
40.252777831655074,48.387954832512904,21781.83198587201,0.5712732794348804,1202.0,1289.0,14.0
51.30590354831743,45.618720546788474,23532.86584095974,0.6413146336383897,1041.0,774.0,5.0
41.43656006801116,42.249170595431394,20052.500103604103,0.5021000041441641,436.0,61.0,17.0
41.14303850634225,45.34877485467398,28929.352469529178,0.8571740987811671,217.0,1086.0,18.999999999999996
48.94846128761144,40.039993248414966,20634.5604635181,0.525382418540724,719.0,361.99999999999994,1.0
49.003898619976276,50.584256272577754,22009.946817223507,0.5803978726889403,897.9999999999999,1225.9999999999998,14.0
